Location,Poverty Level,TimeFrame,DataFormat,Data
AGATE 300,Eligible for Free or Reduced Lunch,2004,Percent,0.3297
AGATE 300,Eligible for Reduced Price Lunch,2004,Percent,0.033
AGATE 300,Eligible for Free Lunch,2004,Number,27
AGATE 300,Eligible for Free or Reduced Lunch,2004,Number,30
AGATE 300,Eligible for Reduced Price Lunch,2004,Number,3
AGATE 300,Eligible for Free or Reduced Lunch,2005,Number,16
AGATE 300,Eligible for Free Lunch,2005,Number,15
AGATE 300,Eligible for Free or Reduced Lunch,2005,Percent,0.2162
AGATE 300,Eligible for Reduced Price Lunch,2005,Number,1
AGATE 300,Eligible for Free Lunch,2005,Percent,0.2027
AGATE 300,Eligible for Reduced Price Lunch,2005,Percent,0.0135
AGATE 300,Eligible for Free Lunch,2006,Percent,0.3115
AGATE 300,Eligible for Free or Reduced Lunch,2006,Percent,0.4426
AGATE 300,Eligible for Reduced Price Lunch,2006,Percent,0.1311
AGATE 300,Eligible for Reduced Price Lunch,2006,Number,8
AGATE 300,Eligible for Free or Reduced Lunch,2006,Number,27
AGATE 300,Eligible for Free Lunch,2006,Number,19
AGATE 300,Eligible for Free Lunch,2007,Number,18
AGATE 300,Eligible for Free or Reduced Lunch,2007,Number,32
AGATE 300,Eligible for Reduced Price Lunch,2007,Number,14
AGATE 300,Eligible for Free Lunch,2007,Percent,0.28
AGATE 300,Eligible for Free or Reduced Lunch,2007,Percent,0.5
AGATE 300,Eligible for Free Lunch,2008,Percent,0.4286
AGATE 300,Eligible for Reduced Price Lunch,2007,Percent,0.22
AGATE 300,Eligible for Free or Reduced Lunch,2008,Percent,0.5179
AGATE 300,Eligible for Reduced Price Lunch,2008,Percent,0.0893
AGATE 300,Eligible for Free Lunch,2008,Number,24
AGATE 300,Eligible for Free or Reduced Lunch,2008,Number,29
AGATE 300,Eligible for Reduced Price Lunch,2008,Number,5
AGATE 300,Eligible for Reduced Price Lunch,2013,Number,3
AGATE 300,Eligible for Free or Reduced Lunch,2013,Number,6
AGATE 300,Eligible for Free Lunch,2013,Number,3
AGATE 300,Eligible for Free Lunch,2013,Percent,0.25
AGATE 300,Eligible for Free or Reduced Lunch,2013,Percent,0.5
AGATE 300,Eligible for Free Lunch,2009,Percent,0.4222
AGATE 300,Eligible for Reduced Price Lunch,2013,Percent,0.25
AGATE 300,Eligible for Free or Reduced Lunch,2009,Percent,0.5333
AGATE 300,Eligible for Reduced Price Lunch,2009,Percent,0.1111
AGATE 300,Eligible for Reduced Price Lunch,2009,Number,5
AGATE 300,Eligible for Free or Reduced Lunch,2009,Number,24
AGATE 300,Eligible for Reduced Price Lunch,2010,Number,5
AGATE 300,Eligible for Free Lunch,2009,Number,19
AGATE 300,Eligible for Free or Reduced Lunch,2010,Number,18
AGATE 300,Eligible for Free Lunch,2010,Number,13
AGATE 300,Eligible for Free Lunch,2010,Percent,0.394
AGATE 300,Eligible for Free or Reduced Lunch,2010,Percent,0.545
AGATE 300,Eligible for Reduced Price Lunch,2010,Percent,0.152
AGATE 300,Eligible for Free Lunch,2011,Percent,0.5556
AGATE 300,Eligible for Free or Reduced Lunch,2011,Percent,0.7778
AGATE 300,Eligible for Free or Reduced Lunch,2011,Number,7
AGATE 300,Eligible for Reduced Price Lunch,2011,Percent,0.2222
AGATE 300,Eligible for Free Lunch,2011,Number,5
AGATE 300,Eligible for Reduced Price Lunch,2011,Number,2
AGATE 300,Eligible for Free or Reduced Lunch,2012,Number,7
AGATE 300,Eligible for Free Lunch,2012,Number,5
AGATE 300,Eligible for Free or Reduced Lunch,2012,Percent,0.7
AGATE 300,Eligible for Reduced Price Lunch,2012,Number,2
AGATE 300,Eligible for Free Lunch,2012,Percent,0.5
AGATE 300,Eligible for Reduced Price Lunch,2012,Percent,0.2
AGATE 300,Eligible for Free Lunch,2014,Percent,0.4
AGATE 300,Eligible for Reduced Price Lunch,2014,Percent,0.1
AGATE 300,Eligible for Reduced Price Lunch,2014,Number,1
AGATE 300,Eligible for Free or Reduced Lunch,2014,Percent,0.5
AGATE 300,Eligible for Free or Reduced Lunch,2014,Number,5
AGATE 300,Eligible for Free Lunch,2014,Number,4
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2014,Number,93
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2014,Number,106
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2014,Percent,0.81538
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2014,Number,13
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2014,Percent,0.1
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2014,Percent,0.71538
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2012,Percent,0.02062
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2012,Percent,0.68041
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2012,Number,2
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2012,Percent,0.70103
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2012,Number,66
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2012,Number,68
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2011,Number,0
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2011,Number,22
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2011,Percent,0
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2011,Number,22
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2011,Percent,0.234
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2011,Percent,0.234
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2010,Percent,0.25
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2010,Percent,0.786
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2010,Percent,0.536
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2010,Number,60
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2010,Number,88
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2009,Number,84
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2010,Number,28
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2009,Number,98
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2009,Number,14
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2009,Percent,0.1053
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2009,Percent,0.7368
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2013,Percent,0
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2009,Percent,0.6316
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2013,Percent,0.27103
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2013,Percent,0.27103
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2013,Number,29
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2013,Number,29
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2013,Number,0
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2008,Number,4
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2008,Number,94
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2008,Number,90
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2008,Percent,0.0296
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2008,Percent,0.6963
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2007,Percent,0.05
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2008,Percent,0.6667
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2007,Percent,0.71
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2007,Percent,0.66
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2007,Number,7
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2007,Number,109
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2007,Number,102
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2006,Number,98
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2006,Number,105
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2006,Number,7
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2006,Percent,0.0435
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2006,Percent,0.6522
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2006,Percent,0.6087
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2005,Percent,0.0854
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2005,Percent,0.6768
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2005,Number,14
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2005,Percent,0.7622
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2005,Number,111
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2005,Number,125
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2004,Number,12
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2004,Number,107
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2004,Number,95
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2004,Percent,0.0795
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2004,Percent,0.7086
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2003,Percent,0.12
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2004,Percent,0.6291
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2003,Percent,0.68
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2003,Percent,0.56
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2003,Number,95
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2003,Number,116
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2003,Number,21
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2002,Number,77
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2002,Number,111
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2002,Number,34
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2002,Percent,0.21384
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2002,Percent,0.69811
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2002,Percent,0.48428
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2001,Percent,0.14535
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2001,Percent,0.63372
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2001,Percent,0.48837
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2001,Number,84
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2001,Number,109
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2001,Number,25
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2000,Number,74
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2000,Number,97
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2000,Number,23
AGUILAR REORGANIZED 6,Eligible for Free Lunch,2000,Percent,0.5
AGUILAR REORGANIZED 6,Eligible for Free or Reduced Lunch,2000,Percent,0.65
AGUILAR REORGANIZED 6,Eligible for Reduced Price Lunch,2000,Percent,0.15
AKRON R-1,Eligible for Reduced Price Lunch,2000,Percent,0.16
AKRON R-1,Eligible for Free or Reduced Lunch,2000,Percent,0.38
AKRON R-1,Eligible for Free Lunch,2000,Percent,0.22
AKRON R-1,Eligible for Reduced Price Lunch,2000,Number,73
AKRON R-1,Eligible for Free or Reduced Lunch,2000,Number,176
AKRON R-1,Eligible for Free Lunch,2000,Number,103
AKRON R-1,Eligible for Reduced Price Lunch,2001,Number,88
AKRON R-1,Eligible for Free or Reduced Lunch,2001,Number,181
AKRON R-1,Eligible for Free Lunch,2001,Number,93
AKRON R-1,Eligible for Free Lunch,2001,Percent,0.19957
AKRON R-1,Eligible for Free or Reduced Lunch,2001,Percent,0.38841
AKRON R-1,Eligible for Reduced Price Lunch,2001,Percent,0.18884
AKRON R-1,Eligible for Free Lunch,2002,Percent,0.24783
AKRON R-1,Eligible for Free or Reduced Lunch,2002,Percent,0.36957
AKRON R-1,Eligible for Reduced Price Lunch,2002,Percent,0.12174
AKRON R-1,Eligible for Reduced Price Lunch,2002,Number,56
AKRON R-1,Eligible for Free or Reduced Lunch,2002,Number,170
AKRON R-1,Eligible for Free Lunch,2002,Number,114
AKRON R-1,Eligible for Reduced Price Lunch,2003,Number,56
AKRON R-1,Eligible for Free or Reduced Lunch,2003,Number,174
AKRON R-1,Eligible for Free Lunch,2003,Number,118
AKRON R-1,Eligible for Free Lunch,2003,Percent,0.26
AKRON R-1,Eligible for Free or Reduced Lunch,2003,Percent,0.38
AKRON R-1,Eligible for Free Lunch,2004,Percent,0.2766
AKRON R-1,Eligible for Reduced Price Lunch,2003,Percent,0.12
AKRON R-1,Eligible for Free or Reduced Lunch,2004,Percent,0.4161
AKRON R-1,Eligible for Reduced Price Lunch,2004,Percent,0.1395
AKRON R-1,Eligible for Free Lunch,2004,Number,117
AKRON R-1,Eligible for Free or Reduced Lunch,2004,Number,176
AKRON R-1,Eligible for Reduced Price Lunch,2004,Number,59
AKRON R-1,Eligible for Free or Reduced Lunch,2005,Number,168
AKRON R-1,Eligible for Free Lunch,2005,Number,98
AKRON R-1,Eligible for Free or Reduced Lunch,2005,Percent,0.3871
AKRON R-1,Eligible for Reduced Price Lunch,2005,Number,70
AKRON R-1,Eligible for Free Lunch,2005,Percent,0.2258
AKRON R-1,Eligible for Reduced Price Lunch,2005,Percent,0.1613
AKRON R-1,Eligible for Free Lunch,2006,Percent,0.2433
AKRON R-1,Eligible for Free or Reduced Lunch,2006,Percent,0.4174
AKRON R-1,Eligible for Reduced Price Lunch,2006,Percent,0.1741
AKRON R-1,Eligible for Reduced Price Lunch,2006,Number,78
AKRON R-1,Eligible for Free or Reduced Lunch,2006,Number,187
AKRON R-1,Eligible for Free Lunch,2006,Number,109
AKRON R-1,Eligible for Free Lunch,2007,Number,111
AKRON R-1,Eligible for Free or Reduced Lunch,2007,Number,172
AKRON R-1,Eligible for Reduced Price Lunch,2007,Number,61
AKRON R-1,Eligible for Free Lunch,2007,Percent,0.28
AKRON R-1,Eligible for Free or Reduced Lunch,2007,Percent,0.43
AKRON R-1,Eligible for Free Lunch,2008,Percent,0.289
AKRON R-1,Eligible for Reduced Price Lunch,2007,Percent,0.15
AKRON R-1,Eligible for Free or Reduced Lunch,2008,Percent,0.4399
AKRON R-1,Eligible for Reduced Price Lunch,2008,Percent,0.1509
AKRON R-1,Eligible for Free Lunch,2008,Number,113
AKRON R-1,Eligible for Free or Reduced Lunch,2008,Number,172
AKRON R-1,Eligible for Reduced Price Lunch,2008,Number,59
AKRON R-1,Eligible for Reduced Price Lunch,2013,Number,54
AKRON R-1,Eligible for Free or Reduced Lunch,2013,Number,159
AKRON R-1,Eligible for Free Lunch,2013,Number,105
AKRON R-1,Eligible for Free Lunch,2013,Percent,0.2933
AKRON R-1,Eligible for Free or Reduced Lunch,2013,Percent,0.44413
AKRON R-1,Eligible for Free Lunch,2009,Percent,0.3542
AKRON R-1,Eligible for Reduced Price Lunch,2013,Percent,0.15084
AKRON R-1,Eligible for Free or Reduced Lunch,2009,Percent,0.4896
AKRON R-1,Eligible for Reduced Price Lunch,2009,Percent,0.1354
AKRON R-1,Eligible for Reduced Price Lunch,2009,Number,52
AKRON R-1,Eligible for Free or Reduced Lunch,2009,Number,188
AKRON R-1,Eligible for Reduced Price Lunch,2010,Number,70
AKRON R-1,Eligible for Free Lunch,2009,Number,136
AKRON R-1,Eligible for Free or Reduced Lunch,2010,Number,192
AKRON R-1,Eligible for Free Lunch,2010,Number,122
AKRON R-1,Eligible for Free Lunch,2010,Percent,0.32
AKRON R-1,Eligible for Free or Reduced Lunch,2010,Percent,0.504
AKRON R-1,Eligible for Reduced Price Lunch,2010,Percent,0.184
AKRON R-1,Eligible for Free Lunch,2011,Percent,0.3036
AKRON R-1,Eligible for Free or Reduced Lunch,2011,Percent,0.4763
AKRON R-1,Eligible for Free or Reduced Lunch,2011,Number,171
AKRON R-1,Eligible for Reduced Price Lunch,2011,Percent,0.1727
AKRON R-1,Eligible for Free Lunch,2011,Number,109
AKRON R-1,Eligible for Reduced Price Lunch,2011,Number,62
AKRON R-1,Eligible for Free or Reduced Lunch,2012,Number,163
AKRON R-1,Eligible for Free Lunch,2012,Number,92
AKRON R-1,Eligible for Free or Reduced Lunch,2012,Percent,0.46045
AKRON R-1,Eligible for Reduced Price Lunch,2012,Number,71
AKRON R-1,Eligible for Free Lunch,2012,Percent,0.25989
AKRON R-1,Eligible for Reduced Price Lunch,2012,Percent,0.20056
AKRON R-1,Eligible for Free Lunch,2014,Percent,0.31653
AKRON R-1,Eligible for Reduced Price Lunch,2014,Percent,0.16246
AKRON R-1,Eligible for Reduced Price Lunch,2014,Number,58
AKRON R-1,Eligible for Free or Reduced Lunch,2014,Percent,0.47899
AKRON R-1,Eligible for Free or Reduced Lunch,2014,Number,171
AKRON R-1,Eligible for Free Lunch,2014,Number,113
ALAMOSA RE-11J,Eligible for Free Lunch,2014,Number,1256
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2014,Number,1449
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2014,Percent,0.67837
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2014,Number,193
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2014,Percent,0.09036
ALAMOSA RE-11J,Eligible for Free Lunch,2014,Percent,0.58801
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2012,Percent,0.12597
ALAMOSA RE-11J,Eligible for Free Lunch,2012,Percent,0.61921
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2012,Number,261
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2012,Percent,0.74517
ALAMOSA RE-11J,Eligible for Free Lunch,2012,Number,1283
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2012,Number,1544
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2011,Number,265
ALAMOSA RE-11J,Eligible for Free Lunch,2011,Number,1246
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2011,Percent,0.1263
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2011,Number,1511
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2011,Percent,0.7202
ALAMOSA RE-11J,Eligible for Free Lunch,2011,Percent,0.5939
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2010,Percent,0.129
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2010,Percent,0.703
ALAMOSA RE-11J,Eligible for Free Lunch,2010,Percent,0.574
ALAMOSA RE-11J,Eligible for Free Lunch,2010,Number,1194
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2010,Number,1462
ALAMOSA RE-11J,Eligible for Free Lunch,2009,Number,1127
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2010,Number,268
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2009,Number,1390
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2009,Number,263
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2009,Percent,0.1285
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2009,Percent,0.6794
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2013,Percent,0.1305
ALAMOSA RE-11J,Eligible for Free Lunch,2009,Percent,0.5508
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2013,Percent,0.73314
ALAMOSA RE-11J,Eligible for Free Lunch,2013,Percent,0.60264
ALAMOSA RE-11J,Eligible for Free Lunch,2013,Number,1233
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2013,Number,1500
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2013,Number,267
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2008,Number,244
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2008,Number,1380
ALAMOSA RE-11J,Eligible for Free Lunch,2008,Number,1136
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2008,Percent,0.1151
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2008,Percent,0.6513
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2007,Percent,0.13
ALAMOSA RE-11J,Eligible for Free Lunch,2008,Percent,0.5361
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2007,Percent,0.63
ALAMOSA RE-11J,Eligible for Free Lunch,2007,Percent,0.5
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2007,Number,272
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2007,Number,1352
ALAMOSA RE-11J,Eligible for Free Lunch,2007,Number,1080
ALAMOSA RE-11J,Eligible for Free Lunch,2006,Number,1098
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2006,Number,1331
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2006,Number,233
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2006,Percent,0.1085
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2006,Percent,0.6196
ALAMOSA RE-11J,Eligible for Free Lunch,2006,Percent,0.5112
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2005,Percent,0.1011
ALAMOSA RE-11J,Eligible for Free Lunch,2005,Percent,0.4949
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2005,Number,229
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2005,Percent,0.596
ALAMOSA RE-11J,Eligible for Free Lunch,2005,Number,1121
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2005,Number,1350
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2004,Number,241
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2004,Number,1351
ALAMOSA RE-11J,Eligible for Free Lunch,2004,Number,1110
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2004,Percent,0.107
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2004,Percent,0.5999
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2003,Percent,0.09
ALAMOSA RE-11J,Eligible for Free Lunch,2004,Percent,0.4929
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2003,Percent,0.59
ALAMOSA RE-11J,Eligible for Free Lunch,2003,Percent,0.5
ALAMOSA RE-11J,Eligible for Free Lunch,2003,Number,1218
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2003,Number,1451
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2003,Number,233
ALAMOSA RE-11J,Eligible for Free Lunch,2002,Number,1013
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2002,Number,1211
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2002,Number,198
ALAMOSA RE-11J,Eligible for Reduced Price Lunch,2002,Percent,0.08684
ALAMOSA RE-11J,Eligible for Free or Reduced Lunch,2002,Percent,0.53114
